,z
0,4.674604
1,4.620941
2,-2.9910514
3,7.8788657
4,-5.605795
5,3.176489
6,-1.0079088
7,-1.6320066
8,4.726831
9,4.8196282
10,-0.050132595
11,-8.546433
12,0.8238061
13,-2.1196299
14,-1.8706075
15,6.7999606
16,-4.9954658
17,2.4255588
18,1.1865853
19,-1.2436444
20,-0.10748053
21,5.908399
22,3.1254044
23,-1.9525555
24,4.5829716
25,-3.929615
26,-4.094095
27,-0.34299496
28,3.0110526
29,-2.943011
30,4.396205
31,-0.2799642
32,4.045952
33,-0.85331255
34,1.8200232
35,-3.139712
36,-1.755714
37,3.0936463
38,3.6925254
39,0.51953626
40,3.2551544
41,0.2835966
42,-0.60505307
43,-4.452092
44,-1.4268517
45,-0.48617694
46,9.255428
47,2.565325
48,6.85865
49,-7.363397
50,-6.311757
51,-2.769977
52,-5.8232822
53,7.0827694
54,1.2644327
55,-3.775106
56,1.3684618
