,z
0,-0.3217199
1,-2.3155122
2,-0.0033156066
3,-1.3012481
4,-2.6469626
5,7.8848095
6,-1.5863316
7,8.454355
8,-0.07825785
9,5.396166
10,-1.7086127
11,-1.8822736
12,-1.920835
13,0.1314516
14,0.91404444
15,-4.1485353
16,2.5960507
17,-2.6930182
18,3.7192135
19,-1.38092
20,-0.59056693
21,-3.2652142
22,-3.3329806
23,-3.1551716
24,-0.7369997
25,1.707212
26,0.52342105
27,0.16226524
28,8.024578
29,-1.0459031
30,3.966667
31,4.449538
32,0.25141513
33,4.0589104
34,3.2849305
35,3.5420775
36,3.4243166
37,7.5339794
38,8.836005
39,2.9139645
40,-4.710085
41,1.5236957
42,1.2365563
43,7.351209
44,2.4138308
45,0.36642018
