,z
0,-5.2993054
1,-0.20541841
2,-0.71387184
3,2.1721437
4,-5.3671784
5,-0.96040237
6,1.7043605
7,4.37487
8,-2.948155
9,-4.7542925
10,1.5164552
11,1.4518911
12,4.3144827
13,-2.8449018
14,2.1793633
15,-1.4485413
16,-0.5242415
17,3.5211499
18,-5.265204
19,6.94649
20,2.187883
21,-1.341313
22,-1.4500257
23,0.390144
24,-0.66487205
25,-1.6160475
26,6.526346
27,4.272199
28,-2.6220539
29,-0.25563988
30,2.8066747
31,-1.3427052
32,-0.3555056
33,3.4362972
34,1.794778
35,-8.78611
36,-2.9845316
37,-3.2133033
38,0.23414668
39,-0.51040107
40,-3.3098013
41,4.2843537
42,4.871516
43,7.57789
44,-5.0954847
45,-4.035869
46,0.38703123
47,-5.277473
48,-1.5258412
49,-1.260382
50,3.2391698
51,-5.1312394
52,-1.4145156
53,-2.4540527
54,2.319115
55,-2.9021657
56,2.4018161
