,z
0,6.219525
1,-6.478666
2,-2.4427059
3,7.5556583
4,-1.46052
5,-2.6218832
6,-0.8388443
7,1.345195
8,-2.8192775
9,0.3975508
10,-1.278009
11,3.6739278
12,-3.6311574
13,0.66327506
14,-6.341234
15,-5.54678
16,2.0285609
17,0.32685566
18,-4.750282
19,-1.9669548
20,0.27702567
21,-1.7842735
22,-2.3324609
23,-0.99823487
24,0.49691027
25,0.5517444
26,-3.1981351
27,1.9818238
28,-0.90096706
29,4.765393
30,3.8927643
31,1.521525
32,1.7966574
33,-2.72326
34,-2.1232462
35,1.8784665
36,-4.6649623
37,0.844696
38,2.937962
39,8.233913
40,3.160172
41,2.1854544
42,0.90474313
43,-0.07921076
44,-0.5407488
45,8.827576
46,0.17402345
47,-1.1532598
48,0.03649276
49,-4.2613506
50,1.0988642
51,1.0425727
