,z
0,-0.32377034
1,3.2805429
2,-1.8830428
3,-3.2533927
4,-0.0014335907
5,8.451515
6,7.554455
7,-1.5856805
8,-1.3047055
9,7.886154
10,-1.7134575
11,-3.2557516
12,4.4520736
13,-4.6897874
14,-2.6924043
15,-2.315152
16,-1.5874408
17,-0.731927
18,0.130977
19,2.5316033
20,-2.648853
21,1.2400625
22,5.3957267
23,2.2595744
24,3.546503
25,3.4330661
26,-2.044785
27,3.72305
28,-3.3334258
29,8.0255995
30,-0.06732498
31,-1.9152889
32,1.7197244
33,-1.3815478
34,2.904734
35,2.5892577
36,1.5379493
37,3.9620292
38,-0.5902178
39,4.0488853
40,2.834213
41,-1.9420917
42,-4.149277
43,-1.0574694
44,3.8465626
45,0.910433
46,0.26225036
47,-1.0298698
48,2.370248
49,0.15644193
50,-3.1454024
51,0.5247427
52,7.3529725
53,8.829963
54,-0.8258647
