,z
0,0.033338923
1,0.13588732
2,-0.08626766
3,0.258081
4,4.50225
5,1.47135
6,-3.5724337
7,1.3162273
8,-7.0878177
9,-1.9895208
10,3.2443817
11,-1.7980347
12,2.817791
13,4.9956
14,-0.5155191
15,-0.56418955
16,-0.94084805
17,-5.4784613
18,1.6662146
19,-2.337225
20,-1.1731026
21,8.850986
22,-1.944905
23,6.9591384
24,4.0424523
25,-2.1414886
26,-2.8868756
27,3.3783524
28,2.3020232
29,4.8499675
30,1.3884239
31,-1.2741684
32,2.11472
33,2.73823
34,4.9617367
35,-3.184703
36,1.5466386
37,1.8391352
38,-5.513275
39,0.94372624
40,2.951538
41,-5.194897
42,1.2455006
43,1.0629683
44,2.4177256
45,1.7534091
46,-0.29140362
47,4.586552
48,-0.69463944
49,5.266414
50,0.8546929
51,-6.1261125
52,3.6775856
53,-6.3686876
54,-4.5393424
55,2.0022695
56,2.352558
57,-6.008472
58,3.6071362
59,0.62715757
