,z
0,4.3346276
1,2.0912817
2,1.639349
3,-1.1106975
4,5.067455
5,6.5641465
6,-3.362276
7,-1.1796683
8,-0.06513362
9,2.2045755
10,0.4894879
11,-0.18136118
12,3.416398
13,5.7745953
14,-1.4166223
15,5.784606
16,2.3465474
17,-0.679771
18,1.2581106
19,-2.115777
20,-0.3355706
21,-2.7811403
22,3.6831589
23,-6.486038
24,-7.03909
25,6.065266
26,5.6374955
27,-2.6625512
28,-5.7051854
29,3.3044817
30,4.0609546
31,-1.700558
32,-0.38050377
33,-0.22429734
34,0.19731107
35,4.915655
36,0.251981
37,1.3392996
38,-1.7917954
39,-4.9517665
40,9.414651
41,1.2275176
42,-4.138841
43,2.9540942
44,0.95357144
45,0.1974731
46,0.8775566
47,1.7029411
48,2.3908398
49,-0.87449837
50,-0.11311673
51,-6.7425137
52,-0.5355146
53,2.3839276
54,5.5513744
55,1.2040838
56,0.9030329
57,-6.290005
58,2.0487063
59,3.5095549
60,-1.6838317
61,-1.8171858
62,0.5326683
63,2.3256485
64,0.6974207
65,-3.2402377
66,-3.2719445
67,1.2693875
68,1.5961717
69,-2.0072885
70,0.07337658
