,z
0,0.006431531
1,2.3176706
2,-3.5992732
3,3.1403828
4,0.04157928
5,3.8909202
6,0.63437384
7,2.8779757
8,-2.777166
9,-0.6349342
10,3.9382918
11,7.434646
12,1.0522937
13,-2.359379
14,0.77167886
15,0.13084985
16,4.9824834
17,-4.137883
18,1.6413989
19,3.614633
20,-1.5419015
21,1.608467
22,-3.4834056
23,-2.9309318
24,-0.20370555
25,-4.4454055
26,3.6801474
27,-0.30189762
28,7.8598137
29,-0.74791306
30,3.8945076
31,-4.693243
32,2.7847595
33,7.4960685
34,1.7730389
35,1.6326057
36,1.2835242
37,-3.753664
38,-0.16420986
39,3.910478
40,-2.0511682
41,-5.1876793
42,0.87337583
43,6.367397
44,-5.3993096
45,3.93171
46,5.204899
47,-3.950809
48,2.0594797
49,2.597228
50,-2.1290047
51,-2.309407
52,-0.8785688
53,-1.9775823
54,-0.6590639
55,1.4443206
56,-2.5810518
