,z
0,-1.0646679
1,-1.4797215
2,-7.348143
3,2.4204986
4,-3.6606493
5,2.03265
6,-6.7238584
7,-2.6066637
8,1.796889
9,0.25131044
10,-6.79673
11,-1.3239454
12,-1.109743
13,0.8529797
14,2.26609
15,-1.2902031
16,-1.8792628
17,4.569885
18,6.24688
19,1.9824371
20,3.7464256
21,1.565894
22,4.3643146
23,0.1414322
24,2.6456685
25,-4.5926585
26,-2.893325
27,5.0130763
28,-0.37211978
29,-6.9842978
30,5.5059185
31,3.5965598
32,1.6914859
33,0.94703335
34,-4.489072
35,-5.635033
36,3.338742
37,4.9172153
38,-0.12068969
39,-3.4920044
40,-2.4349248
41,5.3333926
42,8.16016
43,-2.0638099
44,1.4035156
45,9.314222
46,1.1047122
