,z
0,-0.7900062
1,6.4591775
2,-6.985701
3,-0.52581304
4,-3.6055477
5,-0.005103389
6,-6.388182
7,1.8996643
8,-0.77523553
9,0.20029467
10,3.443355
11,6.5639763
12,-0.6478758
13,-1.9532636
14,3.9825592
15,2.828543
16,-1.9036953
17,1.8515733
18,-4.516122
19,6.1005964
20,2.0317018
21,-0.9028234
22,1.8428926
23,-3.2480977
24,-1.2930791
25,3.5282273
26,-7.457222
27,-0.02515907
28,7.594373
29,-2.0388303
30,5.0385036
31,-0.48078182
32,3.6606731
33,1.9868654
34,-1.9406588
35,-1.0684289
36,-1.7579482
37,-0.022518381
38,-3.5847428
39,-2.7567642
40,1.6662663
41,1.1859103
42,0.83410984
43,-1.0732633
44,3.2405026
45,-6.625927
46,4.429184
47,0.074684635
48,4.3600903
49,-0.82675177
50,0.32197183
51,0.04113894
52,8.86894
53,-0.5421654
54,-0.18022527
55,0.739146
56,4.0273304
57,-1.9744624
58,6.4150214
59,-3.8760772
60,6.888203
61,-4.32489
62,-1.7889898
63,-3.524236
