,z
0,0.44595212
1,1.8474799
2,-0.091515765
3,-2.045663
4,-1.5597676
5,2.07941
6,7.2140417
7,-1.7745403
8,3.4724495
9,1.9936503
10,6.3521795
11,-2.778455
12,-7.5792937
13,0.3463961
14,-2.59053
15,3.446206
16,0.13388862
17,-1.4727803
18,-2.835429
19,-3.3228798
20,2.191957
21,-2.1789665
22,-1.3330927
23,7.545862
24,2.2488618
25,1.2939909
26,-2.3005662
27,1.2618945
28,1.6188437
29,-1.821096
30,3.6755393
31,2.127144
32,-0.61261386
33,2.4368882
34,5.3544765
35,-3.0059478
36,-0.67479384
37,-1.0858827
38,-5.5060773
39,-5.468591
40,-2.5195637
41,2.5625825
42,-5.844775
43,2.8310714
44,-4.7621975
45,-5.9890413
