,z
0,-0.19302557
1,1.3408835
2,-6.684167
3,-5.124596
4,-1.2195665
5,-0.36243284
6,4.1901526
7,-10.641661
8,-3.2662282
9,1.0779703
10,-1.2357023
11,0.31088713
12,7.8895984
13,-0.718787
14,-0.9889734
15,-5.8804865
16,4.225812
17,0.7094799
18,-4.60279
19,-3.4643593
20,-0.7201663
21,4.2676826
22,1.2784121
23,2.4099326
24,2.0178497
25,-5.965264
26,0.85096365
27,-1.0000329
28,-2.2640185
29,5.789737
30,0.27204886
31,1.220908
32,-2.334518
33,-5.371106
34,-1.1910203
35,1.2317618
36,-6.3192015
37,2.6660364
38,-3.2564118
39,-1.2273309
40,2.3539448
41,3.9103572
42,3.5342321
43,3.261914
44,3.672152
45,2.0126479
46,6.518229
47,2.4350002
48,8.749979
49,-2.6710336
50,-3.3821094
51,-0.39847237
52,-4.062804
53,-6.488582
54,-5.4169545
55,3.14009
56,-0.82981503
57,-1.9606247
58,1.6076456
59,0.54547733
60,3.8104942
61,-1.4955473
62,-0.3783762
63,-1.8383765
64,-3.5985303
