,z
0,3.781577
1,-0.44561127
2,5.2020845
3,-4.1252594
4,4.4426346
5,1.1796901
6,2.2973177
7,0.79926085
8,-2.7341177
9,-0.24688372
10,2.5516117
11,4.3415723
12,-2.3956797
13,0.8337604
14,-1.0292763
15,2.4004936
16,1.0998925
17,5.143049
18,-0.88895464
19,2.0988045
20,1.5561101
21,0.67981905
22,9.087359
23,-4.457638
24,-2.6696806
25,2.1912417
26,-4.589805
27,-4.421023
28,-2.8105948
29,1.3159785
30,-7.8903546
31,4.2490754
32,-5.240411
33,-1.2911637
34,-3.9791908
35,-2.157701
36,-0.30863392
37,-2.460729
38,12.214033
39,-2.5450885
40,2.9981778
41,0.2541492
42,4.8291245
43,0.16579229
44,3.2170022
45,2.7826424
46,6.1373134
47,2.723507
48,3.097676
49,-0.6375293
50,0.3018181
51,1.3648907
52,-3.6154914
