,z
0,1.3705211
1,-5.664257
2,-0.3569512
3,0.9036689
4,-4.5795727
5,-0.8266052
6,1.3705478
7,-0.8161002
8,-6.290666
9,-4.406079
10,-4.118215
11,-2.5148323
12,2.3609235
13,-0.14224921
14,0.2935515
15,-2.4505155
16,0.030367188
17,-1.040178
18,-1.1249456
19,-2.17387
20,-6.328725
21,1.6855413
22,0.6327005
23,-1.7702981
24,2.4706044
25,4.0188766
26,2.9875586
27,-2.2787552
28,2.3259227
29,3.5210004
30,-1.2499901
31,3.3381567
32,3.6442552
33,0.298796
34,2.3954062
35,1.358502
36,2.4088964
37,1.1402668
38,7.7449284
39,-5.9807663
40,-0.937346
41,2.3387535
42,5.523854
43,1.0269675
44,6.2505317
45,2.116286
46,6.12648
47,-1.5540023
48,1.092554
49,3.288011
50,1.3988564
51,-2.9092486
52,-2.5191853
53,-1.7794076
54,-3.5331063
55,0.9346679
56,2.5840044
57,2.8305516
58,2.404089
59,5.0092597
60,1.1832075
61,-5.688924
62,9.164892
63,1.5886484
64,-3.5050113
65,6.108937
66,1.1713258
67,-0.98379046
68,0.11042534
69,3.165363
70,3.6919644
71,4.7747293
72,1.6289451
73,7.299595
74,4.221584
75,-5.36996
76,0.6645374
77,-0.8211811
78,1.7204162
79,8.001247
