,z
0,-6.665589
1,-2.3463552
2,-6.6921186
3,2.2671533
4,-1.4255849
5,2.8040617
6,0.9790896
7,3.8966026
8,-4.5437965
9,-8.099487
10,5.9698534
11,-6.7513156
12,-3.535143
13,4.6899385
14,4.4896107
15,-6.364693
16,-9.244009
17,3.1254842
18,2.6331503
19,0.41156352
20,-2.4003098
21,2.0308256
22,-8.160701
23,-0.97744936
24,1.9376681
25,-3.9067848
26,0.9203162
27,-0.2737968
28,-5.9556303
29,7.31188
30,0.449632
31,4.201187
32,-0.9365284
33,6.393668
34,-4.1835623
35,-2.5201478
36,-0.7923433
37,0.22236675
38,-5.6362886
39,3.2688012
40,0.16544786
41,0.3129675
42,4.558937
43,5.3057427
44,0.13350579
45,-2.5532346
46,-1.0901992
47,-5.0454974
48,1.666741
49,1.3090631
50,6.116126
51,7.738221
52,-1.9593722
53,1.1605861
