,z
0,-9.973192
1,0.37428105
2,-1.7930629
3,-1.0389233
4,-3.4261258
5,0.19116756
6,-4.896975
7,2.6739213
8,3.523464
9,5.4402294
10,-0.17670909
11,-0.92634386
12,-2.1674562
13,3.1115801
14,0.56394815
15,1.1131953
16,-1.0782053
17,2.728932
18,-5.5359173
19,3.274708
20,-8.973714
21,-8.650624
22,3.2138085
23,-3.1099424
24,-0.32443896
25,1.9356757
26,4.000445
27,0.049839556
28,-3.2541761
29,-0.086301014
30,1.395135
31,-0.77734274
32,1.1553932
33,0.89851797
34,-4.9429417
35,0.98048663
36,4.0373044
37,-0.38821125
38,-3.9495885
39,1.5779186
40,4.3610063
41,2.9044359
42,4.0843854
43,2.3533578
44,3.7164478
45,-2.763335
46,5.960361
47,-1.2464111
48,-1.5800729
49,4.460118
50,-5.6652155
51,-2.9899108
52,1.3559135
53,-1.2907559
