,z
0,-3.5899634
1,-1.3158
2,2.8880396
3,3.3594134
4,-1.3553791
5,1.8388543
6,1.0004435
7,-5.4388146
8,-5.3534713
9,-1.6525244
10,1.4640629
11,0.17333156
12,-1.0333428
13,-2.1242654
14,2.5111613
15,1.5051894
16,0.986569
17,1.6184059
18,3.085351
19,3.3685648
20,-6.800867
21,-2.983825
22,4.210865
23,4.337919
24,-0.86797696
25,-0.9449326
26,-1.3008789
27,0.44079658
28,-3.9370363
29,2.541904
30,1.6910056
31,-2.1735582
32,-2.3439562
33,-0.7996167
34,-0.82942194
35,-7.4888206
36,0.49262375
37,1.8739506
38,-2.1965349
39,-0.6547534
40,-0.19846113
41,-0.13068041
42,0.66177934
43,0.21460813
44,-0.79982674
45,-0.4471128
46,-1.397857
47,4.721234
48,4.9343696
49,-3.0858161
50,1.9952787
51,-0.59338623
52,4.460427
53,-3.5554745
54,5.653932
55,1.1971294
