,z
0,-0.19337445
1,8.749326
2,-0.8300655
3,-2.6728177
4,1.2269064
5,-6.3230467
6,4.1934476
7,1.607299
8,-0.15391414
9,-0.7166365
10,-5.966419
11,-3.5994995
12,2.663609
13,0.30539936
14,3.6727314
15,-1.0066735
16,1.0734553
17,3.533317
18,1.3240379
19,-1.9630773
20,-4.053525
21,-0.32369933
22,2.010235
23,2.3566978
24,7.8864903
25,-6.691067
26,-4.599218
27,-1.2251276
28,-1.8305563
29,-0.39518383
30,-5.1570935
31,3.810832
32,-1.5059711
33,-3.378976
34,2.404232
35,-2.26259
36,3.9112434
37,6.5096025
38,-5.8958793
39,-3.2535307
40,-5.4022765
41,5.7892528
42,0.8470633
43,-5.5751357
44,3.1460266
45,0.5266228
46,-4.971341
47,-5.874775
