,z
0,1.1696023
1,0.16711226
2,0.39496335
3,-0.10360094
4,0.11646722
5,5.5015345
6,0.45275792
7,-1.7091662
8,0.4760918
9,1.2568184
10,1.6934307
11,2.8799376
12,0.6468522
13,0.9106948
14,11.900566
15,1.441657
16,-5.749741
17,0.33498824
18,2.5886128
19,-3.5541189
20,8.291197
21,1.5781484
22,-0.77771354
23,1.9155092
24,0.7757025
25,-3.056911
26,4.8085485
27,2.6164858
28,4.6718683
29,-9.16814
30,-1.2304084
31,3.8661618
32,-1.5162725
33,-5.703568
34,3.6084876
35,1.2891324
36,-1.6875606
37,-10.047135
38,-3.365718
39,2.9027445
40,0.38938975
41,-2.672669
42,-1.133451
43,4.941641
44,-3.909894
45,0.8446946
46,-3.0489633
47,2.4899871
48,0.9350271
49,-3.0053732
50,8.061775
51,2.1742582
52,-2.0951254
