,z
0,-0.46670648
1,-4.4766374
2,-2.7685697
3,-2.782112
4,2.304209
5,0.0828982
6,0.1809258
7,2.958732
8,-6.040245
9,-5.6035438
10,-3.9713778
11,-0.21988629
12,-4.293237
13,-0.44726783
14,0.3452512
15,-0.72582364
16,-4.9708357
17,2.5812752
18,-1.4174814
19,0.30470744
20,4.450138
21,7.186985
22,2.5852182
23,-0.90357095
24,1.9004226
25,-9.130255
26,4.9503403
27,3.3906283
28,2.3374596
29,2.6581445
30,4.0586042
31,0.48968288
32,-1.1100876
33,1.4548869
34,-2.078344
35,2.5535176
36,8.9952755
37,-0.29301003
38,-1.1707442
39,7.97431
40,-2.5478506
41,4.715364
42,8.343042
43,-7.8972497
44,-4.64695
45,-2.9760697
46,-5.8616366
47,3.863126
48,5.1684656
49,-0.4265358
50,0.2270385
51,4.8562717
52,-2.4889102
53,-1.9808762
54,1.7571645
55,-5.7207384
56,-2.7368336
57,-3.831261
58,-4.259215
59,4.204961
60,4.370749
61,-0.91912156
62,1.2022581
63,0.82424617
