,z
0,3.1606824
1,-5.3633003
2,5.100863
3,3.5224447
4,0.6118895
5,2.7409387
6,2.162049
7,4.587536
8,-0.31076574
9,-2.8728306
10,-1.9577394
11,0.08740997
12,6.4366093
13,-3.8795674
14,8.549929
15,3.2164013
16,2.6612678
17,1.640948
18,-3.1983926
19,1.2577004
20,2.6068063
21,-5.269631
22,1.6478899
23,5.0016336
24,1.9565971
25,-1.406098
26,0.016952014
27,3.0947092
28,-4.718817
29,-3.5320063
30,2.6157074
31,2.2396104
32,2.1102855
33,2.4485898
34,-6.401406
35,2.0536106
36,-4.1861415
37,0.30753648
38,-3.208749
39,-3.6352837
40,0.90382004
41,6.3580623
42,1.435443
43,7.080859
44,0.024188533
45,-0.70507336
46,-1.2573273
47,-5.873473
48,-0.708402
49,-2.4225378
50,7.765294
51,-2.875995
52,5.139083
53,-1.3358676
54,3.054621
55,-1.619236
56,0.09605189
57,-1.9795725
58,-2.3010836
59,3.5747187
60,-0.14531739
61,1.7822567
62,-0.3205531
63,2.5310888
64,2.120383
65,2.108352
66,-2.7484486
67,0.28289452
68,-2.3286536
69,1.374099
70,-7.343331
71,0.9404554
72,-11.242702
73,3.644137
74,-4.212581
75,-4.3643622
76,9.245364
77,-0.015004254
78,-1.6509905
