,z
0,-9.973778
1,9.603492
2,0.19199401
3,-2.169643
4,5.079794
5,-2.774378
6,-8.97125
7,1.1117336
8,6.935001
9,0.5635326
10,-0.78312904
11,2.6224153
12,2.7289503
13,0.04499577
14,-5.4668727
15,4.064061
16,5.440781
17,-1.080262
18,-3.002083
19,1.1457329
20,1.3510015
21,-0.92323315
22,-5.521447
23,-2.371939
24,0.14798622
25,0.3738908
26,-0.08691701
27,-0.33111477
28,-2.1363232
29,-0.93089783
30,-3.428707
31,3.211193
32,5.370272
33,-8.652615
34,-1.0705408
35,4.3609085
36,3.2716851
37,2.6732368
38,-5.318198
39,-2.1452718
40,-0.081930734
41,-4.897938
42,-1.3530725
43,1.3890384
44,-1.0391939
45,2.3946817
46,2.9025273
47,-2.1666822
48,-2.1891558
49,5.7243857
50,0.8973897
51,-1.79604
52,1.5825586
53,-3.158279
54,-4.9306045
55,-1.5739378
56,5.9605865
57,-5.527583
58,-0.17803976
59,3.5274913
60,4.46741
61,3.7274592
62,-3.2605162
63,4.0139513
64,4.12435
65,-3.1159728
66,-3.9513407
67,3.1081858
68,-1.2682498
69,1.946438
70,0.9662866
