,z
0,6.406627
1,0.257132
2,-0.123723194
3,-4.3144283
4,-4.883004
5,3.127928
6,-3.2307324
7,-5.1047616
8,4.9788404
9,-0.9672447
10,6.172543
11,-1.1828988
12,1.9257463
13,4.651206
14,0.64571583
15,1.0730635
16,-1.6004386
17,-0.970681
18,-2.684188
19,0.29572034
20,-0.24790706
21,-1.6516205
22,3.053655
23,-2.2738898
24,-1.3301911
25,3.5589135
26,0.7853159
27,-0.543591
28,-0.7649191
29,-1.1380597
30,-2.220716
31,0.85109466
32,-0.015686475
33,-9.599996
34,-0.5075813
35,0.2710286
36,0.8541964
37,4.6535316
38,3.4061809
39,2.4257877
40,1.2348038
41,-0.38798866
42,2.634878
43,8.084237
44,2.726234
45,-1.1629332
46,2.4354248
47,-2.10097
48,2.3964314
49,-0.2710404
50,-1.3246785
51,2.084255
52,4.3241124
53,0.99325126
54,-2.308503
55,-0.24232367
56,-2.3608358
57,0.28281832
58,-1.9210982
59,2.3796904
60,5.821197
61,-2.1191661
62,0.051428486
63,-1.2080152
64,-1.3334297
65,-6.3573136
66,1.9996755
67,3.1454003
