,z
0,8.579774
1,0.2839972
2,0.25786006
3,-1.8496529
4,-0.11549043
5,3.5056105
6,-1.7669777
7,3.112786
8,-0.20995823
9,0.5689372
10,3.7453444
11,1.0047498
12,0.47340405
13,6.1304727
14,1.107159
15,1.1817656
16,-1.0037721
17,-3.044479
18,-4.9446535
19,7.9157476
20,3.6233582
21,-2.9445786
22,-3.2688224
23,-5.050592
24,0.81630063
25,-0.77452797
26,-0.6077517
27,-0.5774023
28,-1.2560087
29,-2.904619
30,2.1000078
31,-4.66039
32,2.5566516
33,2.8102133
34,5.9973674
35,-2.5197034
36,7.2239633
37,3.850493
38,-2.991785
39,7.6466002
40,6.0494533
41,-5.7218595
42,5.3063893
43,-0.3760416
44,2.4314272
45,2.2816422
46,2.4816024
47,4.298488
