,z
0,-0.42372802
1,-0.5242067
2,-2.5842447
3,1.9001641
4,4.3151784
5,1.8622278
6,-4.5926647
7,3.4169803
8,-2.3379524
9,0.37339753
10,2.6671667
11,-2.0257246
12,3.9796937
13,-3.656642
14,2.497437
15,8.522601
16,0.7383663
17,2.4861085
18,-0.2938005
19,-0.69555587
20,2.0669138
21,1.1964743
22,1.434321
23,1.0351627
24,7.236657
25,-5.735437
26,1.3768067
27,-7.846152
28,-4.126223
29,-6.7913313
30,0.53516805
31,1.4851264
32,5.6773367
33,0.59843576
34,5.0957737
35,0.43264586
36,1.8130432
37,0.47672236
38,-1.0747335
39,-0.26164973
40,1.6199608
41,2.7274237
42,7.3468275
43,-0.49987328
44,2.689443
45,0.4842007
46,0.9525869
47,-1.9153686
48,3.3136678
49,3.1657193
50,2.3781917
