,z
0,3.3282206
1,-3.4165637
2,5.0838995
3,-6.168157
4,-1.8775398
5,-0.31727064
6,-3.613779
7,0.44736397
8,-0.5743279
9,7.7219687
10,-0.18354757
11,2.9991348
12,-0.74157697
13,3.170113
14,2.0786037
15,-0.21757631
16,-1.1100464
17,-1.5081605
18,0.22856084
19,3.4539025
20,3.3773854
21,-0.6403422
22,-0.2824545
23,-0.4597484
24,-2.03724
25,-2.9459856
26,2.1261969
27,-1.3168676
28,0.69810855
29,-3.3571868
30,4.7023783
31,3.7192342
32,-0.07790533
33,1.0407625
34,4.417523
35,-2.2123446
36,1.7568666
37,-3.7480273
38,2.59255
39,-5.6834683
40,1.3289751
