,z
0,0.3609143
1,-0.09989783
2,0.24393663
3,-0.2719222
4,0.7156502
5,-1.7133545
6,3.273021
7,-5.3981934
8,2.5974967
9,-3.092423
10,0.7644936
11,-4.004355
12,3.6875546
13,0.50288635
14,6.009369
15,-0.46474853
16,2.3088772
17,6.6983128
18,-0.64074063
19,-2.558818
20,-2.214237
21,4.5508065
22,0.98631877
23,-2.5955877
24,-0.37206492
25,-0.16128418
26,-1.0475913
27,-4.3521976
28,-4.0946617
29,-0.43229446
30,1.2200574
31,-2.979203
32,-1.6593876
33,-1.3164911
34,0.088186674
35,-6.249607
36,-1.7824754
37,-0.20674351
38,-3.0323226
39,-5.634873
40,2.8928165
41,2.504805
42,0.1691513
43,3.516999
44,-1.3562806
45,6.35749
46,6.1420007
47,2.7133718
48,-4.410022
49,-1.8986177
50,-6.7869763
51,-8.437527
52,-8.581399
53,4.2712994
54,1.8123081
