,z
0,2.4446049
1,-4.097539
2,-1.0548055
3,7.082296
4,2.0977829
5,4.4588766
6,-5.0450845
7,-4.87379
8,2.3082304
9,-1.9042338
10,4.8898177
11,-0.9068777
12,8.861169
13,2.189348
14,2.623818
15,-1.5165166
16,0.20202912
17,-8.472726
18,-1.6809598
19,4.3763022
20,-1.1043878
21,2.6583347
22,-4.70398
23,3.4191706
24,-4.910803
25,-2.3457985
26,-3.9494317
27,3.5766768
28,0.55149794
29,3.2023623
30,1.1979412
31,3.01533
32,-1.7631096
33,-2.2021112
34,1.5501965
35,-3.0459971
36,3.9777942
37,5.6945996
38,6.1733
39,4.225583
40,-2.707443
41,3.4767468
42,-1.2734398
43,0.86250293
44,-2.8678343
45,0.06486739
46,0.16318503
47,1.387287
48,-3.84454
49,-0.015625253
50,1.8111337
51,-0.5236852
52,-2.079896
53,-3.3244765
54,-2.0037584
