,z
0,0.9648842
1,5.450195
2,-14.07675
3,0.70643693
4,3.1600945
5,6.0910707
6,4.9378633
7,-6.3601556
8,0.53798175
9,1.6896179
10,6.4786906
11,2.358032
12,5.03586
13,3.3274992
14,3.6866539
15,-3.9278738
16,0.87575024
17,2.3444464
18,3.0458975
19,3.861189
20,-4.077013
21,7.740564
22,-1.1033581
23,-3.8879917
24,3.6869464
25,8.126227
26,6.321547
27,-0.6788163
28,-8.243788
29,0.013671779
30,4.059727
31,1.0681003
32,-2.1766932
33,-1.2403897
34,4.326123
35,1.7545595
36,-1.4353722
37,0.39336193
38,-0.33367687
39,-5.2775936
40,1.1822352
41,6.2638416
42,4.115728
43,-0.80166566
44,-3.7971923
45,2.7794285
46,-5.095935
47,1.0483165
48,2.3071766
49,0.4204444
50,1.5354742
51,-5.79563
52,0.6881735
53,7.3607464
54,1.6135238
55,4.6992283
56,-2.8402297
57,-1.3977857
58,1.575452
59,5.5113916
60,-7.450086
61,1.1859678
62,4.698069
63,1.3956243
64,5.373503
