,z
0,0.9154806
1,0.8431734
2,1.0799435
3,-3.606491
4,6.673204
5,-0.36688283
6,-3.7015388
7,8.3682375
8,0.020820722
9,0.5976814
10,0.33292142
11,1.7261907
12,-7.4945827
13,-1.7539048
14,3.5865276
15,3.7160542
16,2.120234
17,-2.7511957
18,-2.8001966
19,-1.5173748
20,2.1933882
21,-2.2720776
22,1.9176654
23,3.827632
24,-1.0348339
25,-4.9194164
26,1.1581694
27,4.0419345
28,1.6922503
29,0.18891972
30,-1.0691574
31,6.324488
32,2.353934
33,7.9138627
34,-7.067146
35,-3.050928
36,1.3182348
37,0.54155135
38,0.44398326
39,3.0656176
40,5.715269
41,-1.8271258
42,-0.69619703
43,-5.5002975
44,3.171074
45,-10.331137
