,z
0,-1.3544935
1,-2.794477
2,6.475637
3,-1.4107212
4,-3.5894394
5,-1.9022814
6,-7.9969645
7,2.9956212
8,-3.559374
9,-1.8234591
10,3.0756037
11,-3.7709308
12,1.0315554
13,2.2765448
14,-8.029777
15,-5.1442676
16,4.229179
17,-0.7568619
18,6.2047234
19,2.2170582
20,-0.07265342
21,0.7324354
22,1.3432331
23,-0.68334985
24,0.772523
25,4.7823124
26,2.1785514
27,0.64505273
28,4.7395844
29,-0.30153292
30,7.0417404
31,-2.8621042
32,-3.8487196
33,-9.725073
34,3.6252215
35,-3.308486
36,-2.5866284
37,-0.13026415
38,1.4069527
39,2.3479125
40,5.218967
41,6.5755234
42,-3.0704415
43,9.166542
44,0.26666957
45,5.585573
46,0.004176869
47,-6.069596
48,5.432882
49,0.48734757
