,z
0,-0.24599677
1,-0.27053797
2,-2.5110443
3,0.83458847
4,1.2751877
5,-0.20164832
6,3.3974876
7,-3.4761925
8,-0.3985205
9,-1.0537666
10,-0.033970278
11,3.2939446
12,4.5692334
13,2.8339686
14,5.50133
15,-6.420162
16,2.208954
17,-1.6402514
18,0.9696509
19,-1.1305455
20,3.6032958
21,-3.6406755
22,-2.657153
23,-5.0102367
24,2.1546915
25,7.4809823
26,-0.81980187
27,1.1355419
28,8.70195
29,-3.1203318
30,-2.7162511
31,0.41046643
32,1.6252997
33,2.0379584
34,9.138876
35,-2.3157237
36,0.18473555
37,-1.5505289
38,-5.063301
39,4.879111
40,-2.220093
41,0.23554601
42,6.2999783
43,0.059354793
