,z
0,-0.67300236
1,0.024409868
2,-1.8082894
3,1.5336823
4,3.8816373
5,0.4328034
6,-3.3201156
7,3.4667995
8,-1.964158
9,3.5611224
10,-4.910467
11,1.7574561
12,2.2393906
13,0.9489017
14,-1.1089753
15,-3.8621583
16,0.7525168
17,-0.045928568
18,-1.3401618
19,4.239863
20,3.6790144
21,4.0188355
22,5.225452
23,2.7430182
24,-0.89549637
25,1.3165952
26,-2.6591632
27,2.125234
28,1.8136914
29,-0.09316714
30,1.2876447
31,-8.41981
32,9.451594
33,-2.3291326
34,3.9641511
35,4.9388666
36,0.58643335
37,8.933291
38,5.032669
39,0.49413735
40,2.9246862
41,2.7892013
42,-0.23068935
