,z
0,0.43715936
1,-0.5105954
2,7.4249153
3,2.4944475
4,14.544699
5,-2.3985257
6,-1.0665205
7,6.3727283
8,-7.538218
9,-3.9366362
10,-2.5191147
11,-3.1976588
12,3.3273427
13,5.240495
14,0.47620997
15,-3.1053886
16,0.0904124
17,-4.006122
18,0.056892335
19,5.504054
20,2.610307
21,0.7409014
22,6.4407535
23,7.38281
24,-4.183787
25,3.7702382
26,-2.2209375
27,2.3888052
28,6.1406856
29,-0.19638631
30,0.22843212
31,5.6987934
32,1.9265848
33,-6.121504
34,0.5335306
35,4.605673
36,-0.7243988
37,-3.5702848
38,4.1255827
39,2.0716844
40,1.5831634
41,-1.9667664
42,4.974241
