,z
0,-1.9720104
1,3.046279
2,3.9995468
3,0.4221117
4,-0.692013
5,0.5218464
6,1.8641886
7,-0.19070005
8,-3.695624
9,4.676868
10,-0.13986254
11,-1.2517852
12,-7.93759
13,5.9127383
14,-0.37007433
15,-0.7713206
16,4.257946
17,-2.4504807
18,-1.4123505
19,0.96425474
20,2.483336
21,6.465995
22,-0.34926698
23,-4.142771
24,6.766805
25,0.36799207
26,-0.277785
27,5.6855326
28,1.8338975
29,1.1747499
30,-0.14656875
31,-2.7477338
32,-1.2271103
33,7.618886
34,2.4091978
35,-1.9320723
36,5.1018248
37,-2.5636168
38,0.9659674
39,7.783238
40,1.3083493
41,5.7940793
42,2.1371732
43,2.8956122
44,3.7352312
45,-1.6281917
46,1.8577107
47,-1.3409631
48,4.657442
49,4.4763823
50,-3.171256
