,z
0,2.8798165
1,1.3878899
2,-0.9218767
3,-0.26200733
4,1.7089804
5,1.1088669
6,-1.2256593
7,2.406657
8,-4.0408154
9,0.039496355
10,-2.743093
11,8.859065
12,-0.33637205
13,8.179906
14,-0.6036272
15,1.6279213
16,-1.6374688
17,1.3020611
18,0.1373257
19,0.8564446
20,-1.2779579
21,1.7547095
22,-4.0929933
23,0.9078036
24,1.5506641
25,-2.3724823
26,-2.1580849
27,1.2350777
28,0.7189477
29,6.4088335
30,-1.74311
31,-1.4994218
32,-1.5370505
33,-1.9531324
34,8.569559
35,2.4598653
36,5.260949
37,1.020472
38,-0.6740437
39,7.556734
40,-4.164967
41,2.261384
42,2.992033
43,-1.3963662
44,0.6158892
45,4.9424725
46,3.1236837
47,-1.04159
48,-0.13808614
49,4.023554
50,-2.5780149
51,2.0869186
52,-0.18976834
53,-8.585228
54,0.45535156
55,4.174852
56,6.0111203
57,3.8198626
58,-4.3218794
59,2.0095537
60,-3.705189
61,6.3160563
62,7.005399
63,4.3913894
64,-8.427505
65,-5.118614
66,-6.8263655
