,z
0,0.32375056
1,3.181238
2,0.2692498
3,-4.688331
4,0.40305835
5,4.8253803
6,-0.3246603
7,1.3048841
8,-0.24814634
9,-4.0162663
10,-3.1430502
11,-5.7911034
12,9.49328
13,-0.29872492
14,4.552248
15,0.5141316
16,-0.6095703
17,3.1304977
18,-0.5694721
19,4.7556963
20,0.9082979
21,1.6115241
22,9.469612
23,-1.3711298
24,-4.3354545
25,4.974212
26,4.9996867
27,-4.464351
28,0.44311616
29,-1.7785573
30,2.5616212
31,2.8192358
32,-1.8998511
33,-2.3701017
34,-1.6924027
35,-1.1066122
36,2.728063
37,0.972489
38,-3.3412042
39,-5.055083
40,2.2368772
41,6.971129
42,-4.981825
43,2.7720048
44,3.0844135
45,-6.144461
46,-2.209824
47,5.2376957
48,5.8888636
49,3.41151
50,-0.80173826
51,-6.47901
52,2.9103665
53,5.16048
54,7.2486825
55,0.6727257
56,1.6803073
57,-3.8198795
58,4.322604
59,-2.2579951
