z,pt,dzErr
2.014204,1.0828973,0.0070679323
5.8848705,5.1125884,0.0041094394
0.12545493,0.62619275,0.009819446
-0.47613788,0.62674737,0.012819186
0.69858897,0.5924609,0.010958127
3.4823554,2.136152,0.009128572
1.8686827,0.8189973,0.03282863
0.9657268,2.0655391,1.2741245
1.4899205,1.0931822,0.0370806
5.8934765,0.69536215,0.023312017
-0.60599273,0.73960876,0.019194791
-0.59809905,1.0207562,0.05380994
0.22266772,0.747192,0.03184371
5.884091,0.63130814,0.032106917
-0.61840975,0.7150791,0.018417753
5.889381,5.2013655,0.005333279
1.6069032,0.58014476,0.154571
-2.0148385,1.3949577,0.06843437
2.02026,0.6193278,0.08916909
-0.95405823,0.9982971,0.015560184
1.4398699,0.74975985,0.14624386
1.4219925,0.5791105,0.014504394
-5.228914,0.7155579,0.08712437
3.4315643,4.10325,0.027991528
1.4679173,0.5145107,0.24773146
1.8435458,1.4939353,0.051021513
1.8289852,1.160936,0.083819866
4.534498,0.64926386,0.12744123
4.3541055,0.78265625,0.1323936
0.3436063,0.6418184,0.11531319
3.7351491,1.2852501,0.076597914
-1.2981973,0.7329786,0.11056967
1.8807235,1.5152264,0.049312733
4.888698,0.5884724,0.114640266
-0.61741555,1.1226611,0.05696117
-0.036732692,0.6449764,0.13403778
3.2888827,0.5783662,0.13819826
0.13743022,1.0861727,0.07773318
4.7539454,0.5112774,0.14047466
11.824515,1.7514927,0.04589184
0.5321569,0.54419786,0.12682876
3.5797977,0.839666,0.0898598
3.4418008,27.068584,0.039141655
2.1223102,0.57201785,0.13437732
6.016225,0.60166794,0.1448572
0.59732664,0.6631606,0.1104403
0.3505888,1.1302614,0.07131497
0.18111515,0.9498924,0.08904134
1.4505485,3.7733662,0.014906961
4.711405,0.7974937,0.08165786
3.457953,5.456452,0.011712828
1.8396548,0.79011846,0.07704428
1.9057435,0.72032326,0.072603814
1.1766992,1.2703364,0.043082356
2.992129,0.78848165,0.07043736
-1.6834329,1.1905955,0.04110721
1.9952214,0.94482994,0.05817962
2.0286448,0.6704129,0.10928096
5.807744,0.5393256,0.11142375
7.5953717,0.89037836,0.066772126
-0.6268474,1.2158414,0.053160816
3.5631378,0.6547292,0.086127914
4.3523483,1.3909376,0.042074326
1.4476179,1.0995955,0.039489135
5.9385185,0.7901091,0.05079727
1.4554677,2.3025799,0.019461844
3.0411544,2.415149,0.018938107
-0.97735345,0.5032508,0.08892402
3.54392,1.8355646,0.027648997
3.4846237,2.108317,0.024672976
3.4964454,0.8664968,0.05897084
4.663363,1.3011796,0.036350906
-1.7820902,0.7139891,0.057462048
0.09917851,0.5261196,0.079745054
0.6504444,1.4087192,0.027801791
5.9156594,1.0532271,0.034909055
4.5048776,1.1926239,0.036766887
5.8693533,10.749262,0.0058464403
1.56755,0.5671312,0.06615269
4.670806,1.3330446,0.03754963
0.698367,0.6656824,0.061488524
6.216168,0.855259,0.04143095
-1.6851134,0.79455,0.05404365
4.271662,0.78568834,0.052525308
5.980512,0.58043796,0.07536062
0.1953536,0.5973284,0.07002841
5.983833,0.65058833,0.078091085
1.4446418,1.2874733,0.035395935
0.019128622,0.71345454,0.08006175
2.048261,0.9682778,0.046876874
-8.897494,0.8226695,0.034545194
1.8984591,0.6064795,0.061551355
1.9218879,0.6801522,0.05407245
5.8768616,1.1312029,0.02775326
-4.828855,1.2811273,0.02426798
2.0033364,0.6609239,0.04044778
1.8646091,0.7732887,0.03439516
5.8658457,1.9491199,0.018614251
4.2726793,0.66216755,0.043492433
2.11196,0.60084385,0.055589635
1.9920428,0.5055974,0.059439536
-1.8531715,0.5080523,0.062365983
1.4412118,0.7574475,0.04049256
4.6405487,1.3755816,0.026958264
0.19087294,0.7770498,0.03571181
-5.10738,0.7408502,0.04573418
5.8941593,1.0380853,0.032581765
5.908807,1.002333,0.032018207
1.3982521,0.96720564,0.029369352
4.62046,0.8208355,0.032612782
0.661145,0.86564994,0.039995376
1.6208307,0.616241,0.058037203
5.843951,1.7804824,0.020169
-1.7386452,0.74777746,0.04125043
4.863551,0.7375952,0.047957696
0.12445162,0.6470887,0.043084886
5.918819,1.4039125,0.026144285
0.040345553,0.94060004,0.038419478
4.5912666,0.88895816,0.02677134
3.5181286,0.68939805,0.032717902
-1.7218022,1.2870271,0.022670325
2.0352535,2.208732,0.011950931
0.6860953,1.0078732,0.023088265
1.8733782,1.7898427,0.012737477
0.70167464,2.1208704,0.011069317
1.4050094,0.59817815,0.028228968
1.4523137,0.76219714,0.026942529
0.38602987,0.59265375,0.03113547
-0.6222404,1.0804994,0.017702099
-4.7927275,0.5001186,0.03768728
1.8926144,0.7183608,0.01870888
5.889311,0.6614158,0.019242952
0.3761762,0.5117917,0.026095893
3.486608,1.2047548,0.011362303
1.4136435,0.9461843,0.014022233
3.4929314,1.2832861,0.010260262
1.4339238,3.882763,0.0050215307
