,z
0,-1.3212695
1,0.39733955
2,3.7097166
3,0.14086765
4,10.867526
5,-0.14137883
6,-0.041963566
7,-0.34902638
8,4.490104
9,-1.0930696
10,5.036436
11,-2.47915
12,-1.3285284
13,-3.1040492
14,5.690362
15,4.4208417
16,-5.381182
17,3.9670122
18,-4.136301
19,-0.3719966
20,-2.006915
21,-3.380462
22,-1.9818543
23,-3.3511906
24,3.5164094
25,-0.058181383
26,-1.9164056
27,0.3023387
28,-2.6897528
29,-1.5307143
30,5.032559
31,4.043381
32,-6.108734
33,-5.9054604
34,-4.8546557
35,0.15329361
36,2.0330408
37,0.5387203
38,0.11495323
39,2.7157774
40,0.7148439
41,0.2441031
42,-9.00881
43,7.7026944
44,2.6464062
45,-0.5565376
46,0.3168046
47,0.4589559
48,-1.2089533
49,-2.8094666
50,10.097282
51,6.9921613
52,5.637753
53,2.5718498
54,3.4489381
55,2.1013293
56,2.2384903
57,1.6406798
58,5.067069
59,-3.2189183
60,5.8893175
61,2.2788045
62,-0.85082704
63,1.358224
64,0.5753471
65,1.5138764
66,3.8636382
67,-1.1119815
68,3.1191518
69,5.2554574
70,0.82108927
