,z
0,5.011593
1,-2.4344165
2,-2.074026
3,5.832201
4,-0.6770109
5,1.2118571
6,0.18239994
7,-0.71277183
8,-2.043976
9,-1.4691311
10,9.089507
11,4.1480074
12,-4.0288143
13,-1.4600681
14,-3.3923104
15,-2.3310146
16,9.027173
17,4.5310216
18,-1.5205469
19,-3.0279655
20,1.2568506
21,3.7698264
22,-0.5383371
23,-0.7888811
24,1.2530257
25,-5.6589427
26,-1.5354532
27,-4.04904
28,-3.6459804
29,2.3314366
30,1.9452134
31,0.029746499
32,3.80395
33,1.3207045
34,-2.6019633
35,-0.7496269
36,-8.270601
37,3.5278673
38,-3.215822
39,3.157042
40,-2.718449
41,0.91301566
42,-2.4007668
43,-0.26240605
44,-0.46672666
45,-1.2845623
46,-3.6780622
47,-2.6363065
48,2.0208044
49,-0.8247538
50,-3.9105754
51,-2.545499
52,-5.2705135
53,0.21416591
54,-2.1680443
55,1.4079058
56,-2.4147599
57,2.6528885
58,6.6458335
59,4.42434
