,z
0,-0.37577456
1,-0.27005586
2,-0.32534844
3,-6.7824
4,0.44143015
5,7.214542
6,1.7340351
7,7.2610154
8,1.460881
9,0.1648077
10,-8.336915
11,-6.722968
12,-3.1673834
13,-2.402836
14,0.3828894
15,-0.034696024
16,4.7937336
17,-2.5129092
18,3.776092
19,0.6184266
20,6.3941536
21,0.92352027
22,-2.8618941
23,3.0699937
24,0.21081859
25,-0.54469377
26,-7.6762238
27,-3.2302167
28,5.233599
29,1.9766065
30,9.758615
31,-2.5667937
32,-4.451068
33,0.03759276
34,3.6448011
35,2.159296
36,0.66472095
37,-2.3303897
38,-3.3365395
39,-2.6228187
40,2.7338398
41,4.4280915
42,-1.3594328
43,-0.8790896
44,3.191984
45,6.190831
