,z
0,0.32302463
1,3.1796324
2,0.90882665
3,-3.34386
4,-1.0045978
5,4.825239
6,-1.3792603
7,0.51675475
8,0.41797003
9,0.90373915
10,1.3057668
11,5.1789274
12,-0.8044464
13,5.2392573
14,-6.4780297
15,2.8172572
16,4.9741464
17,2.5719855
18,-4.688021
19,3.4102345
20,-0.60270983
21,-3.526941
22,-3.8228548
23,3.0988028
24,4.5468163
25,2.5242486
26,-2.2077467
27,-3.1302803
28,2.2055357
29,-0.3190254
30,9.490703
31,-4.466751
32,-0.8815972
33,6.964003
34,2.1030436
35,5.0026107
36,-4.014666
37,-5.784889
38,2.2362423
39,1.6194305
40,0.9610118
41,-0.30140066
42,-0.32417497
43,5.8977757
44,-4.33664
45,-5.045647
46,-0.24977951
47,-1.1219434
48,7.2307324
49,-1.8949443
50,4.308677
51,2.2515025
52,2.7721517
53,3.1486907
54,-0.8398269
55,-3.145998
56,2.7191951
57,4.665878
58,3.1193783
59,3.0038147
60,-2.2942882
61,0.4491805
62,-1.7819372
63,-6.1521664
64,-0.5674003
65,-4.9788294
66,-2.3797557
67,-1.6909202
68,0.6752768
