,z
0,-5.200564
1,-6.372362
2,1.964824
3,3.0728912
4,-12.098606
5,-6.0325484
6,-1.7583462
7,-0.97638565
8,1.2478038
9,3.76091
10,0.59751415
11,3.3702538
12,-0.9338958
13,6.1172576
14,4.4601593
15,3.113191
16,-5.6954427
17,1.6648095
18,-6.723943
19,5.4535685
20,3.9464653
21,2.1325173
22,5.3559794
23,1.1878624
24,-2.6817696
25,-1.3983208
26,-3.3648274
27,1.1271523
28,1.4316273
29,-0.23564953
30,0.7278423
31,3.5875986
32,3.540423
33,-0.72424155
34,4.377946
35,0.9921942
36,-7.364106
37,2.322819
38,-1.5956881
39,-1.5089957
40,8.143299
41,2.2300189
42,5.8442836
43,0.39070433
44,4.6985784
45,4.490208
46,0.20910642
47,1.4432021
48,2.8604333
49,-2.999666
50,-2.9220679
51,0.3626437
52,-3.2966757
