,z
0,1.4894654
1,1.4027312
2,0.46155217
3,1.9897199
4,4.7014446
5,2.466616
6,-6.6500773
7,-3.4480271
8,2.8350825
9,3.5416358
10,0.58815837
11,-1.7111804
12,1.6592668
13,-0.5528185
14,4.5327992
15,0.23670892
16,3.229598
17,2.5715919
18,-0.2893955
19,3.3144176
20,-2.631657
21,1.584338
22,4.023393
23,0.16304582
24,-5.590012
25,1.0960732
26,0.80414236
27,-0.08619269
28,-3.311323
29,2.6500995
30,-1.7562668
31,2.9090512
32,-0.9086132
33,-1.9005444
34,6.1350117
35,7.126894
36,-2.5222695
37,8.774011
38,3.0956006
39,-7.422475
