,z
0,0.4372687
1,2.0792093
2,-4.104301
3,-2.392718
4,-0.2531807
5,4.129381
6,0.47220388
7,-2.4020627
8,-0.17658766
9,4.5976186
10,6.14818
11,6.060385
12,-3.1003258
13,-3.9394226
14,1.633866
15,-2.5209146
16,3.7658067
17,-4.183302
18,0.54303885
19,1.9321456
20,-3.1990104
21,-2.7710795
22,7.4240975
23,5.5109935
24,7.44447
25,6.4354124
26,5.3780847
27,0.21950845
28,-0.72633153
29,2.6211667
30,-3.576355
31,-7.536968
32,6.3745384
33,0.092196666
34,1.5616367
35,3.331706
36,-1.1014302
37,2.4929812
38,5.7053504
39,0.062230304
40,-6.123326
41,6.2560215
42,-1.0657177
43,2.5397432
44,5.2360177
45,-0.8472038
46,14.543923
47,-1.1887769
48,-1.9804503
49,-2.2198653
50,-0.50954735
51,1.0368681
