,z
0,-2.4607592
1,1.5679615
2,0.78249604
3,-2.8271356
4,1.2177501
5,2.7480016
6,2.5323381
7,8.104636
8,-5.045592
9,0.8964344
10,-2.3002052
11,4.2041473
12,7.8619714
13,-0.60825664
14,1.5162715
15,3.7329464
16,-2.3158536
17,0.5959611
18,2.3912797
19,3.7596426
20,3.2355306
21,1.0300658
22,-5.3370275
23,-1.75484
24,0.831041
25,0.6321283
26,5.0385447
27,0.64438486
28,2.3028278
29,-11.730801
30,4.4056697
31,-1.2825421
32,-6.8426805
33,1.3153336
34,-2.3380547
35,0.6503213
36,-1.3299055
37,-0.6890567
38,-0.03361425
39,0.11554012
40,-0.4649887
41,-0.15250121
42,-4.9830904
43,0.68876565
44,-3.361465
45,-0.5928676
46,-4.6309204
47,-4.562091
48,0.08044991
49,6.7213893
50,5.8921266
51,5.9466496
52,-4.3614078
53,-5.3766994
54,4.432337
55,2.2662373
56,1.1112928
57,1.7948469
58,0.9207631
59,-1.9824811
60,-2.225101
61,-3.7355494
62,4.9595704
63,0.5249998
64,-2.7497418
65,8.150631
66,-0.813569
