,z
0,-1.9711832
1,-0.6920309
2,-1.627636
3,-2.748479
4,-0.7721435
5,-0.14580946
6,2.4835517
7,5.685306
8,4.4739966
9,-1.3400998
10,4.6694765
11,0.42481917
12,2.8985453
13,4.2612886
14,-1.2358282
15,2.1392817
16,-4.142506
17,1.30731
18,1.8557976
19,6.7684226
20,1.1775533
21,5.7961164
22,-2.4483552
23,-3.6956482
24,3.7399914
25,0.9691026
26,-0.0991708
27,6.793841
28,0.5235144
29,6.4695754
30,-7.9385824
31,7.5902076
32,-0.36860666
33,2.3997416
34,-2.5589607
35,-0.27872592
36,-3.1698802
37,5.1246915
38,0.003720095
39,-4.869246
40,1.058109
41,-7.0480843
42,5.0068474
