,z
0,4.7307706
1,2.740485
2,-0.21699493
3,-1.9980155
4,6.0492196
5,5.373333
6,1.0442282
7,-2.1333215
8,3.2268333
9,4.219749
10,6.9183383
11,-0.15735467
12,3.707294
13,-4.1494913
14,0.21724308
15,-3.875557
16,0.354876
17,-0.49545708
18,9.332275
19,1.0245461
20,-3.7277093
21,1.3778617
22,1.2305762
23,-0.86556137
24,-3.8333309
25,1.572805
26,5.388529
27,-5.7502046
28,4.5962505
29,1.9401761
30,-0.45405343
31,-2.0089133
32,3.1712897
33,-1.235504
34,0.15815529
35,0.17300564
36,1.1196136
37,-2.7003388
38,-2.7093003
39,-0.06086692
40,-2.8276842
41,-2.2133145
42,2.7568583
43,-1.4695646
44,0.27938837
45,-4.495355
46,4.950381
47,0.29095298
48,3.4048285
49,0.06388
50,4.8571877
51,-0.50662
52,-0.35398364
53,4.536359
54,3.8916292
55,3.5070794
56,-4.9468536
57,-1.2162702
58,-4.662108
