,z
0,-0.46336678
1,-9.13007
2,4.951625
3,0.4889224
4,-2.5480638
5,0.8306922
6,-3.8330936
7,-0.42033583
8,-4.2589855
9,-5.6061835
10,2.5834863
11,0.0802246
12,-1.9822354
13,-7.8977346
14,4.7159686
15,-2.9722235
16,2.3333104
17,-6.0345206
18,-0.7153726
19,-4.979484
20,0.7899663
21,2.9626663
22,1.4497992
23,2.5439453
24,0.22125909
25,-4.4989023
26,2.364907
27,-0.91106
28,-0.28692964
29,-9.1913
30,-1.4134521
31,-0.20564668
32,1.1929656
33,0.30314803
34,2.289363
35,-1.1214222
36,2.6580305
37,-5.713346
38,-2.7614317
39,7.186133
40,1.7698346
41,-5.865533
42,8.997855
43,-3.9982858
44,4.646712
45,3.6767008
46,4.1979823
47,-4.159414
48,3.9085052
49,-0.08209375
50,8.001347
51,4.4527993
52,-7.9470563
53,8.296051
54,0.35046753
