,z
0,0.13759738
1,0.1818709
2,-4.174131
3,-0.23451369
4,0.019770062
5,0.53416276
6,0.20352131
7,-1.1973277
8,3.9060268
9,-2.8734233
10,-7.0237536
11,-2.7119884
12,0.87566966
13,-0.7751327
14,0.07722804
15,-4.0693336
16,0.31661496
17,-2.9503815
18,-2.8478806
19,1.7002856
20,1.2170289
21,5.3751726
22,2.4533083
23,3.398295
24,6.6248245
25,-1.6325582
26,3.9687715
27,-0.16851354
28,3.548264
29,5.3366094
30,0.6329951
31,2.490289
32,3.8465858
33,6.9498873
34,4.2188287
35,0.44692707
36,2.3310263
37,-4.2902293
38,3.4833186
39,-6.7421618
40,0.79800814
41,4.2493415
42,-0.67863756
43,2.0318487
44,-3.1386392
45,2.2744334
46,2.581089
47,-4.6815295
48,8.049512
49,1.4149861
50,2.804817
51,2.9011233
52,2.081205
53,-0.888757
54,-5.354172
55,-6.1470966
56,9.1813135
57,-10.995375
58,12.541548
