z,pt,dzErr
0.48742244,3.8179736,0.012564164
-0.25602347,3.8693078,0.008269562
-1.615872,0.67770594,0.039188445
-0.6000568,0.5881297,0.027086684
4.9158707,1.1639599,0.012941264
-1.7953655,0.63108283,0.01607255
-1.5427601,0.58845687,0.010092924
4.2263265,0.7898572,0.009057916
-0.26491645,4.0306206,0.003836416
4.5824213,0.6134138,0.013445569
-6.279395,0.8491475,0.02903171
0.6959472,0.5508652,0.042633545
-0.2546469,0.62265545,0.0711508
-4.367568,0.9695935,0.04130952
-1.468127,0.513713,0.1930167
1.2800715,1.1552964,0.22387588
1.5598637,0.6244037,1.5348885
0.6583078,0.65675575,0.10988639
3.0030546,0.83552766,0.04759149
4.2446327,0.84129274,0.014204914
0.30704087,0.6061515,0.045494057
-1.3385112,1.1034278,0.070040226
0.8418814,0.5680222,0.2838403
-1.2584075,0.70099604,0.37987134
-4.365237,0.604567,0.04411587
0.43548378,0.63106996,0.031303503
-1.8038547,0.5022487,0.024721088
3.5784092,0.8468375,0.022909401
-2.4310145,0.62124866,0.010567163
4.186174,0.5457761,0.15662391
0.32966807,0.5005307,0.110436454
-9.509255,1.0606886,0.020568186
4.63905,0.5564244,0.044303827
1.3366631,0.76369995,0.04457391
-1.6223495,0.5335914,0.16047372
4.146446,0.7516844,0.021983083
5.6866374,1.0536658,0.100503445
-0.28466904,1.2260748,0.06958476
2.1105025,0.97850627,0.124957025
4.5005717,1.5062956,0.060716324
0.4088976,1.0377367,0.14711873
-0.8557913,0.9408304,0.08855665
-2.4411354,0.8579793,0.13012797
-1.5377806,2.06033,0.03380287
4.464304,0.6867383,0.12136066
2.1432292,1.9300857,0.037469294
-2.3864498,0.6888406,0.1603467
4.7562833,0.50466216,0.23729269
0.0634536,2.7479148,0.031414315
-0.85017926,0.5944365,0.12906426
3.0865624,0.5398306,0.13796605
-0.5765629,0.7584981,0.09556151
-1.5375427,0.61301863,0.11800066
0.7586902,0.52309227,0.14061284
0.6867125,3.2330399,0.027305054
-1.213949,0.9774416,0.06945383
5.384351,0.8586668,0.11279807
-0.3268655,1.833192,0.057781912
-0.50968117,0.8321266,0.15421963
0.6316474,0.9134046,0.09329689
-1.6570141,1.2881302,0.08742362
2.2666929,0.7308177,0.09328656
-0.30989257,0.80728257,0.101088755
1.2537924,0.7026434,0.12745237
-0.61955124,0.6729684,0.15026653
-2.4442823,0.9593291,0.10684474
-3.7718332,0.83248574,0.11536849
-4.3956647,0.65292525,0.12803397
-4.4221063,1.2156613,0.062056586
-0.24255821,2.6725616,0.032355197
4.6559935,0.66623074,0.0898778
-0.6516587,0.9521317,0.059089817
4.3043175,0.6580911,0.09764094
-1.6440369,0.5044662,0.11300412
2.6415715,0.61511993,0.08442605
1.3770014,0.79060143,0.08093147
2.1382034,2.5039806,0.022706868
-0.22928551,0.6484293,0.094817325
-0.42022625,0.94918996,0.062693
-2.4336598,1.331222,0.03844755
-2.6909559,1.3315023,0.038817164
-1.5118438,0.61448693,0.09776437
-0.62633866,0.6571183,0.08327766
0.12771085,0.63072085,0.09584622
0.3864364,1.1868339,0.04951213
-1.4301689,0.57591176,0.08737493
-0.19544664,0.65629166,0.08527654
4.6303015,1.1442295,0.06295753
-0.3224552,0.84484255,0.08086328
-1.183962,1.0558752,0.05326302
-1.5485682,0.6685775,0.08224652
-0.86095905,0.6490609,0.10491993
-1.7669468,0.8592047,0.06925
0.6867617,0.6804224,0.08186215
1.186162,0.62720126,0.07147517
0.77869004,1.0484132,0.038154464
-0.61369634,0.6144614,0.0633027
3.1719365,0.7648901,0.059837732
-1.7394508,1.7621701,0.030836038
0.48467898,0.783696,0.068295635
2.1670272,0.96342325,0.04920632
-1.564049,1.6832947,0.032106712
0.41739154,0.55279994,0.08370537
4.574325,0.6849783,0.06998213
0.723213,5.4751377,0.0077491263
-6.323185,1.2560056,0.03285868
-1.560395,1.863017,0.02524268
1.2955515,2.0381494,0.01837843
