,z
0,7.9634933
1,-4.01658
2,-3.6870856
3,-0.4151876
4,2.6084857
5,3.389495
6,-1.5466748
7,0.3080131
8,-4.8432617
9,-4.3309064
10,1.4717678
11,5.5314755
12,-0.088348776
13,6.514823
14,-2.9551942
15,-1.6760591
16,-6.4244943
17,2.9313984
18,3.4597473
19,8.684685
20,3.7385662
21,3.469389
22,-1.390068
23,7.1479883
24,5.4331613
25,-2.4262247
26,0.83235514
27,2.893889
28,-5.217916
29,-1.3410105
30,-0.56390876
31,6.032096
32,-2.6617854
33,-3.3324015
34,-1.8136249
35,-1.4926361
36,-0.21296233
37,3.669565
38,6.735071
39,2.5891745
40,4.862136
41,0.62590414
42,-4.604489
43,2.3459551
44,-2.08952
45,2.1118474
46,2.8034148
47,5.669144
48,-2.178191
49,-0.598609
50,-5.2122755
51,-1.9694738
52,-2.632187
53,-0.55701864
54,5.5980816
55,-0.93362695
56,-1.7449839
