,z
0,-3.1989563
1,0.6735856
2,2.545464
3,5.231706
4,2.2389188
5,0.5455054
6,0.28120363
7,-4.159255
8,8.146056
9,-0.79265445
10,1.457261
11,-2.4813466
12,-1.5916283
13,1.3657063
14,3.539822
15,-4.455286
16,1.2213565
17,1.0721687
18,3.1807163
19,5.38999
20,4.2496085
21,0.9637108
22,2.084335
23,-0.3742103
24,3.0510519
25,-6.083435
26,9.493424
27,3.6195874
28,6.714765
29,-1.6671896
30,-4.049145
31,-3.5174615
32,-2.382433
33,-4.3755407
34,3.965058
35,1.269289
36,3.342846
37,-1.3593632
38,-5.530063
39,-0.42007673
40,2.6094613
41,2.7539186
42,-7.688929
43,-5.1948724
44,2.6955795
45,-0.049882736
46,2.0839903
47,-2.7575438
48,-1.731623
49,1.9441804
50,1.8584915
51,-3.4690087
