,z
0,-1.0651318
1,1.2452768
2,-4.4974475
3,5.508208
4,3.430982
5,0.1387784
6,1.7960833
7,2.6373417
8,2.2687993
9,2.033964
10,2.4211032
11,1.439171
12,-6.5438294
13,-0.12367808
14,-2.4404035
15,-3.4882164
16,-7.3486075
17,-2.8922927
18,4.3553505
19,-0.9659272
20,8.158811
21,1.6772847
22,1.2684425
23,-1.314864
24,-1.5065138
25,-2.9837468
26,-6.7261076
27,-4.5787773
28,-0.09252948
29,-1.2933387
30,-0.84485847
31,-5.6383867
32,-1.0849344
33,1.5743488
34,4.9244857
35,5.0226793
36,5.3441153
37,-6.9633746
38,1.7053791
39,1.65127
40,-1.109914
41,2.3941076
42,1.9869468
43,5.292922
44,-2.6061823
45,0.8193173
46,0.9093079
47,3.7444127
48,-2.05931
49,4.4520683
50,-3.66057
51,-6.796863
52,1.0665985
53,6.754092
54,9.298262
55,4.568097
56,0.8538962
57,-1.4781197
58,0.25052622
59,3.599943
60,-1.3340089
61,2.0145087
62,3.3400114
63,0.29648706
64,0.90535015
65,-0.37043557
66,6.2365704
67,-1.4530241
