,z
0,-2.853696
1,-1.5632875
2,-1.3042824
3,5.2407255
4,-3.813632
5,3.2276933
6,-2.8818808
7,1.4038792
8,1.2031894
9,-3.314593
10,9.518903
11,2.2915597
12,-0.11457727
13,-2.8158152
14,-0.97967845
15,-3.0124862
16,-1.7437099
17,-0.3378826
18,-0.6947259
19,1.7897561
20,2.05333
21,-3.917891
22,0.8975456
23,0.38966513
24,-0.25281304
25,2.9906003
26,0.3226407
27,5.587918
28,-4.8116527
29,3.7700684
30,-0.92567533
31,-1.8533568
32,0.02475017
33,-2.5807314
34,1.7424945
35,-0.5977405
36,2.4336152
37,3.9108143
38,-3.059962
39,0.9675962
40,-5.4035587
41,1.0063454
42,6.8708963
43,0.2687505
44,3.5944118
45,7.553047
46,-6.0412726
47,-5.0805726
48,0.5432708
49,2.7918458
50,6.244153
51,0.6862165
52,-8.024656
