,z
0,-1.167935
1,2.0076952
2,0.54619074
3,5.486686
4,4.5108485
5,6.682154
6,2.2675722
7,1.3426218
8,-4.878723
9,-2.21543
10,5.0434237
11,-5.688837
12,-0.516927
13,0.868227
14,-2.5029764
15,-2.7173803
16,-3.9006264
17,-3.3377783
18,-8.127335
19,2.1367733
20,-0.18328094
21,3.3725998
22,-3.2501833
23,1.1142259
24,1.2081755
25,-1.5995795
26,0.12337257
27,-2.2151384
28,-1.0754273
29,-4.53315
30,4.8822236
31,0.05574354
32,-0.074324846
33,0.29266933
34,1.795244
35,-2.6217701
36,4.423744
37,-2.5650387
38,-4.43189
39,1.4608127
40,-3.639005
41,-1.5039625
42,-4.051747
43,-7.940778
44,2.0793717
45,9.319904
46,-7.0960193
47,-5.4689813
48,-0.099414766
49,6.3098187
50,4.2825465
51,-1.8706491
52,-0.74074274
53,0.6879623
54,1.1533959
55,2.8401062
56,-3.2454095
57,1.6763287
58,-11.706594
59,-0.49305212
60,-2.7208748
61,5.5047827
62,1.7589633
63,-2.5105019
64,2.744507
65,0.61003894
66,2.4822986
67,7.633812
68,-2.4435978
69,-2.0283937
70,-6.293021
71,5.160769
