,z
0,1.0490634
1,3.9437046
2,-5.172721
3,6.83686
4,2.3908706
5,4.0759473
6,1.4653296
7,0.2389828
8,-4.2660108
9,-4.2051253
10,-3.0308228
11,0.5384009
12,3.045751
13,2.5147183
14,0.97231084
15,3.4655495
16,-3.9952931
17,-2.4474356
18,-2.2819607
19,6.773426
20,-1.7111435
21,4.6221795
22,-0.58555263
23,2.635246
24,-1.8881152
25,0.8927973
26,0.45324236
27,4.46682
28,0.56432116
29,2.6010363
30,0.67167413
31,0.4160327
32,3.2547257
33,3.6129904
34,-0.872086
35,-4.6021543
36,7.0348043
37,-3.7696474
38,1.8821517
39,5.4893265
40,-1.580164
41,-4.4642754
42,-3.3945389
43,6.309593
44,-7.962538
45,0.078896254
46,-6.1888943
47,-3.6082594
