,z
0,-0.26327106
1,-1.5504497
2,-1.8012666
3,2.9058633
4,0.6746496
5,-0.9955791
6,-3.5298471
7,-4.351468
8,0.3988413
9,-0.7146753
10,-0.6043197
11,5.8277135
12,8.908881
13,-3.2735796
14,5.320469
15,-1.1124227
16,0.47224867
17,2.1048603
18,-6.224011
19,0.14301167
20,-4.3992877
21,2.1766336
22,-0.48416552
23,0.15638249
24,2.2683876
25,7.0724435
26,2.7397175
27,-3.233025
28,8.173738
29,-4.244165
30,-1.295855
31,1.2778103
32,4.5779614
33,-2.2064507
34,4.040246
35,0.18447751
36,1.9344183
37,-1.3947316
38,-4.1874156
39,0.381807
40,2.0682936
41,-0.6323885
42,1.6046567
43,5.9143553
44,-2.4290714
45,1.0018573
46,-1.7224858
47,-1.0792068
48,-3.0627227
49,0.7099962
50,2.481511
51,-0.7861122
52,3.5688229
53,-0.86943793
54,0.4652199
55,-3.5654025
56,3.1744514
57,3.1457858
58,4.6643133
59,0.90705675
60,-1.6696619
61,-3.9380803
62,5.4338155
63,-0.34745377
64,0.10125819
65,1.6166745
66,5.3938465
67,-4.737683
68,3.7945933
69,2.1218698
70,4.222104
71,-2.386539
72,1.2978001
73,0.42042908
74,-1.5901724
75,-1.7630024
76,4.9250307
77,-4.4224606
78,-7.277326
