,z
0,3.9956443
1,-3.5050113
2,6.108937
3,1.1713258
4,-0.98379046
5,0.11042534
6,3.165363
7,3.6919644
8,4.7747293
9,1.6289451
10,7.299595
11,4.221584
12,-5.36996
13,0.6645374
14,-0.8211811
15,1.7204162
16,8.001247
17,-4.05848
18,0.97032446
19,3.7622707
20,-0.8371279
21,0.20025745
22,1.3258733
23,-3.041978
24,0.41327652
25,-2.0825627
26,-2.8811178
27,0.8336634
28,4.9693885
29,-2.6362143
30,-0.735598
31,2.0175605
32,-2.857792
33,0.94887906
34,-6.136874
35,0.838003
36,-5.977799
37,2.912408
38,-0.90082115
39,4.0542927
40,0.3835001
41,5.5466585
42,0.8231705
43,-2.2224886
44,4.1811967
45,2.9673603
46,2.6381302
47,6.786524
48,-2.9712086
49,-4.959258
50,1.1010298
51,-1.7329135
52,-2.3575184
53,-7.767033
54,6.274993
55,4.174374
56,-2.5731213
57,2.2547054
58,-1.7477406
59,4.6870546
60,-0.521225
61,0.65062976
62,5.705171
63,-3.9364033
64,-1.7355895
