,z
0,7.2473235
1,-1.933231
2,-2.7913423
3,5.91992
4,1.3219696
5,0.088619165
6,0.24496363
7,0.72754884
8,2.9106188
9,1.537251
10,8.11073
11,3.3173983
12,5.9146395
13,-1.0763216
14,-0.11638081
15,1.9091032
16,-5.1046414
17,-1.0806935
18,-3.3838768
19,-0.77673304
20,1.77364
21,-0.6648182
22,0.2871861
23,2.8913784
24,4.1293693
25,-0.27172416
26,1.1744547
27,2.7917273
28,-1.9531186
29,-2.609903
30,-4.4197445
31,2.4373906
32,6.8239894
33,1.341773
34,2.176302
35,-0.11660199
36,-1.2277771
37,-1.1106908
38,-3.825076
39,-3.7177246
40,2.865035
41,3.031289
42,-0.3759989
43,3.7825673
44,2.7315052
45,-0.628239
46,-0.09350747
47,-6.880331
48,2.2051811
49,-0.437908
50,-1.4046408
51,-2.0847566
52,-3.7104478
53,-2.3092566
54,-0.93710166
55,-1.7373098
56,0.6719643
57,5.0836835
58,2.6798213
59,-1.287465
60,0.086311415
61,-5.9061327
62,-3.330502
63,2.5771348
64,-0.22963032
