,z
0,-1.3085461
1,-1.5169171
2,2.1247551
3,-2.6414564
4,-3.2675653
5,4.401923
6,-6.127313
7,-0.06215935
8,-1.552274
9,4.3447957
10,0.94065404
11,0.780183
12,-0.25269556
13,-1.3958662
14,2.5015185
15,-0.025998237
16,-3.4017947
17,-0.70817935
18,-5.061133
19,9.353059
20,-1.9653493
21,3.4645703
22,-0.48879555
23,2.9425032
24,2.734437
25,2.6840503
26,6.9514484
27,2.4597268
28,3.6750658
29,-0.95109516
30,8.118002
31,-2.8072152
32,0.5790938
33,1.2038924
34,-2.3247275
35,-8.345236
36,-2.5424223
37,-2.9797626
38,-4.239621
39,0.04137569
40,2.798814
41,-3.6332505
42,0.25862858
43,-1.0324824
44,3.0623684
45,7.458709
46,-0.39884415
47,4.6434603
48,0.724882
49,-3.9849823
50,1.3802085
51,5.795825
52,5.864561
53,1.6475106
54,-7.7372274
55,14.113291
