,z
0,4.6745186
1,1.3531201
2,0.088840395
3,-4.9972224
4,-3.9518185
5,5.532566
6,-2.9872928
7,-7.350526
8,-2.1196535
9,-1.0067962
10,-1.2471673
11,-8.544044
12,-0.10997221
13,5.868953
14,0.8255552
15,4.0535674
16,1.1901559
17,9.25253
18,2.42849
19,-1.6315968
20,-0.3372241
21,-4.459566
22,-1.4307663
23,4.033952
24,3.0882742
25,-0.8487223
26,4.5955663
27,3.0202534
28,6.8077073
29,2.574151
30,-2.7939286
31,-1.8731898
32,3.2633789
33,3.1759105
34,-4.0922537
35,0.5026735
36,-3.1394193
37,-3.0473473
38,4.542352
39,5.9054313
40,7.8782783
41,3.123982
42,-5.888709
43,-0.05187417
44,0.47780037
45,-2.268835
46,-3.7619638
47,7.0848036
48,5.066458
49,0.5406318
50,-6.3082848
51,3.6941295
52,-1.9516441
53,-0.4886684
54,0.28762394
55,-0.27804822
56,6.871446
57,1.828031
58,-1.4986836
59,-5.8190875
60,-5.6059823
61,-1.7320653
62,4.3830776
63,4.628317
64,1.2560782
