,z
0,1.6354039
1,2.0513616
2,4.9062304
3,-1.3019933
4,1.9356866
5,-4.2046895
6,-3.513905
7,2.1510358
8,-3.537778
9,3.416631
10,0.46631202
11,4.668169
12,-5.1757636
13,-2.6968982
14,6.880082
15,2.5819383
16,-5.8475757
17,0.8190609
18,-4.2893744
19,3.0912018
20,2.3928556
21,-0.0018424934
22,-3.7373347
23,0.74670535
24,6.871597
25,-1.559278
26,-2.020427
27,4.7419405
28,0.100762464
29,1.6995836
30,1.2744331
31,-0.96782243
32,0.5650938
33,0.88096553
34,-3.4527712
35,2.0460784
36,2.2136512
37,7.2701783
38,0.4033326
39,-4.2321796
40,2.7504463
41,-3.7015765
42,-1.7460381
43,4.9280605
44,8.014308
45,0.32761303
46,-5.0775037
47,-8.23338
48,-3.6018665
49,-3.970747
50,-1.4157361
51,2.1180053
52,-4.984181
53,0.6559528
54,4.694059
55,1.3470975
56,4.4337244
57,-3.2742379
58,-3.3851311
59,1.9357756
60,3.8552701
61,4.5254827
62,2.108245
63,-1.0443321
64,4.0510755
65,0.66209894
66,0.48015434
67,-1.8026723
68,-3.1327105
69,1.9442117
