,z
0,-3.0782895
1,7.9231453
2,-1.5391979
3,-1.976839
4,-6.135206
5,-0.5746315
6,-1.974313
7,-7.4997735
8,6.4976525
9,6.582381
10,1.0736129
11,4.4558973
12,-5.9241433
13,-1.2887626
14,0.9029379
15,2.458832
16,4.53837
17,-3.7116728
18,2.5189981
19,-2.1042979
20,2.1388178
21,0.910557
22,0.60395676
23,-7.8057275
24,0.49038523
25,5.2916656
26,-2.8496165
27,4.3463464
28,0.17556283
29,5.27378
30,0.51385254
31,1.8695394
32,-0.2365471
33,2.2323782
34,-0.25645608
35,-1.9335569
36,4.1295757
37,2.6558728
38,0.8684681
39,1.773724
40,0.23686582
41,-1.0374575
42,2.010995
43,4.3532243
44,-3.9447656
45,0.72077876
46,0.1204351
47,-0.79272664
48,1.7152883
49,-3.0266387
50,-2.9183908
51,-1.6449858
52,6.5540614
53,6.0252457
54,-3.0419645
55,2.7798152
56,-0.5799074
57,-1.8208524
58,4.8665867
59,-7.5962524
60,-3.0461237
61,-6.3273206
62,-1.59424
63,3.257023
64,6.473803
65,-1.7483013
66,-1.271803
67,4.1416755
68,6.0515313
69,-5.928698
